StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Consent,MrAB1,Game1_1_1,Game1_1_2,Game1_2_1,Game1_2_2,Drink1,Gym1 _1,Gym1 _2,Gym1 _3,Jacket1,Game2_1_1,Game2_1_2,Game2_2_1,Game2_2_2,MrAB2,"Play2 ","Plane2 ",MrAB3,Game3_1 _1,Game3_1 _2,Game3_2_1,Game3_2_2,Jacket2,Gym2 _1,Gym2 _2,Gym2 _3,"MrAB4 ","Play1 ","Plane1 ",Drink2,fin_lit1,fin_lit2,fin_lit3,fin_lit4,Att_check,Gender,"Age ",Income,Education,Residence,Native language,Debriefing,Q_RecaptchaStatus,Q_RecaptchaError,FL_5_DO_FL_14,FL_5_DO_FL_15,FL_5_DO_FL_16,FL_5_DO_FL_17
Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Distribution Channel,User Language,Q_RecaptchaScore,"Dear Participant,



We invite you to take part in an online study with the purpose of investigating how people make decisions. The duration of the questionnaire is approximately 10 minutes. At the end of the questionnaire, you will be asked some personal demographic information.



Your data will be analyzed anonymously and processed according to the current international legislation for the protection of privacy (D. Lgs 196/2003 and EU GDPR 679/2016 on the protection of personal data and art. 9 of the Deontological Code of Italian Psychologists). Your data will be used solely for the purposes of the research itself. No information regarding you personally will be published or revealed in any way.



You are free to withdraw from the study at any point without giving any explanation. In this case your data will be deleted. You will not receive any payment or reimbursement of any sort for your participation in this study. There are no known risks associated with participating in this study.



Project Manager: Enrico Rubaltelli (Department of Development Psychology and Socialization -DPSS, University of Padua). The person responsible for this research agrees to comply with the obligations of current legislation in terms of collection, processing and storage of sensitive data.



I DECLARE THAT

• I am 18 years old or older

• I take part in this project voluntarily

• I am aware of the objectives and aims of this research project

• I am aware that the data obtained, in absolute anonymity, will be treated exclusively for educational and research purposes

• I am aware that it is not possible to withdraw the data I have provided once it has been submitted.



For any clarification you can contact Prof. Enrico Rubaltelli at jdmlab.multicountry@gmail.com.","Person A was given two tickets to the lottery. They won 550 kr. with one ticket and 300 kr. with the other ticket.  



Person B was given a ticket to one lottery. They won 850 kr.  


 

Who is happier?","You are going to a sold-out game of your favorite local sports team and you have an extra ticket. The price marked on the ticket is 50 kr. but this ticket has been offered to you by a friend for free.   



You want to get rid of the extra ticket and you know the ticket’s face value price is 50 kr. You find someone who wants the ticket. There is no law against charging more than the price marked on the ticket.



What price do you ask for selling the extra ticket if the person you sell it to... ? - Is a friend","You are going to a sold-out game of your favorite local sports team and you have an extra ticket. The price marked on the ticket is 50 kr. but this ticket has been offered to you by a friend for free.   



You want to get rid of the extra ticket and you know the ticket’s face value price is 50 kr. You find someone who wants the ticket. There is no law against charging more than the price marked on the ticket.



What price do you ask for selling the extra ticket if the person you sell it to... ? - Is a stranger",What price would you have asked for if you found out that the ticket’s face value price was 100 kr. instead? - If they are a friend,What price would you have asked for if you found out that the ticket’s face value price was 100 kr. instead? - If they are a stranger,"You are on the beach on a hot day, and you would really like a cold drink. A friend offers to go buy the drink from a fancy resort hotel. They ask how much you are willing to pay for the drink: they will only buy it if it costs as much or less than the price you state. You trust your friend, and there is no possibility of bargaining with the bartender.



What price do you tell them?","Imagine that you go to the gym on a regular basis. Due to your busy working schedule, you can only go on Monday nights. The membership to the gym allows you to pay 100 kr. (non-refundable) per session. One Monday, just after you have paid and changed into your gym clothes, you receive a phone call that requires you to leave and forgo your exercise that evening.

How well does
each of the following statements capture your feelings about the cost of the missed
workout? - I feel like I wasted 100 kr.","Imagine that you go to the gym on a regular basis. Due to your busy working schedule, you can only go on Monday nights. The membership to the gym allows you to pay 100 kr. (non-refundable) per session. One Monday, just after you have paid and changed into your gym clothes, you receive a phone call that requires you to leave and forgo your exercise that evening.

How well does
each of the following statements capture your feelings about the cost of the missed
workout? - I feel like I wasted nothing, since my visit had already been paid for","Imagine that you go to the gym on a regular basis. Due to your busy working schedule, you can only go on Monday nights. The membership to the gym allows you to pay 100 kr. (non-refundable) per session. One Monday, just after you have paid and changed into your gym clothes, you receive a phone call that requires you to leave and forgo your exercise that evening.

How well does
each of the following statements capture your feelings about the cost of the missed
workout? - I feel like I wasted something, but no specific amount or measure comes to mind","You are about to purchase a jacket for 1.700 kr. and a Bluetooth speaker for 200 kr. The salesman informs you that the speaker you wish to buy is on sale for 150 kr. at the other branch store, located 20 minutes away.



Would you make the trip to the other store?","Imagine you are going to a sold-out game of your favorite local sports team, and you have an extra ticket. The price marked on the ticket is 50 kr. which is what you paid for each ticket.



You want to get rid of the extra ticket and you know the ticket's face value price is 50 kr. You find someone who wants the ticket. There is no law against charging more than the price marked on the ticket.


What price do you ask for selling the extra ticket if the person you sell it to...? - Is a friend","Imagine you are going to a sold-out game of your favorite local sports team, and you have an extra ticket. The price marked on the ticket is 50 kr. which is what you paid for each ticket.



You want to get rid of the extra ticket and you know the ticket's face value price is 50 kr. You find someone who wants the ticket. There is no law against charging more than the price marked on the ticket.


What price do you ask for selling the extra ticket if the person you sell it to...? - Is a stranger",What price would you have asked for if you found out that the ticket’s face value price was 100 kr. instead? - If they are a friend,What price would you have asked for if you found out that the ticket’s face value price was 100 kr. instead? - If they are a stranger,"Person A received a fine and owed 1.100 kr. The same day they received a second fine and owed 600 kr.



Person B received a fine and owed 1.700 kr.

Who is more upset?","Imagine that you are on your way to a music event and intend to buy a ticket worth 550 kr. On entering the venue, you realize that you have lost 550 kr. in cash.


Would you still pay 550 kr. for a ticket?","You are flying with a friend who has upgraded their ticket to business class and has two coupons, each worth 200 kr., which could be used to upgrade your ticket from economy to business class. They purchased one coupon for the standard price of 200 kr. and received the other one for free. Just one coupon is required to upgrade your class on the current flight and your friend offers you the coupon which they got for free so that you can upgrade your ticket as well.



What do you think is the most appropriate thing to do?","Person A bought a lottery ticket and won 1.100 kr. Also, they damaged one door in their apartment in an accident and had to pay the landlord 900 kr.  


 

Person B bought a lottery ticket and won 200 kr.  


 

Who is happier?","You are going to a sold-out game of your favorite local sports team and you have an extra ticket. The ticket’s face value price is 50 kr. but you paid 100 kr. for each ticket when you bought them from another person.



You want to get rid of the extra ticket and you know the ticket’s face value price is 50 kr. You find someone who wants the ticket. There is no law against charging more than the price marked on the ticket.



What price do you ask for selling the extra ticket if the person you sell it to...? - Is a friend","You are going to a sold-out game of your favorite local sports team and you have an extra ticket. The ticket’s face value price is 50 kr. but you paid 100 kr. for each ticket when you bought them from another person.



You want to get rid of the extra ticket and you know the ticket’s face value price is 50 kr. You find someone who wants the ticket. There is no law against charging more than the price marked on the ticket.



What price do you ask for selling the extra ticket if the person you sell it to...? - Is a stranger",What price would you have asked for if you found out that the ticket’s face value price was 100 kr. instead? - If they are a friend,What price would you have asked for if you found out that the ticket’s face value price was 100 kr. instead? - If they are a stranger,"You are about to purchase a jacket for 200 kr. and a Bluetooth speaker for 1.700 kr. The salesman informs you that the speaker you wish to buy is on sale for 1.650 kr. at the other branch store, located 20 minutes away.



Would you make the trip to the other store?","Imagine that you go to the gym on a regular basis. Due to your busy working schedule, you can only go on Monday nights. The membership costs you 5.500 kr. a year (i.e., roughly 100 kr. per visit). One Monday, just after you have arrived and changed into your gym clothes, you receive a phone call that requires you to leave and forgo your exercise that evening.



How well does
each of the following statements capture your feelings about the cost of the missed
workout? - I feel like I wasted 100 kr.","Imagine that you go to the gym on a regular basis. Due to your busy working schedule, you can only go on Monday nights. The membership costs you 5.500 kr. a year (i.e., roughly 100 kr. per visit). One Monday, just after you have arrived and changed into your gym clothes, you receive a phone call that requires you to leave and forgo your exercise that evening.



How well does
each of the following statements capture your feelings about the cost of the missed
workout? - I feel like I wasted nothing, since my visit had already been paid for","Imagine that you go to the gym on a regular basis. Due to your busy working schedule, you can only go on Monday nights. The membership costs you 5.500 kr. a year (i.e., roughly 100 kr. per visit). One Monday, just after you have arrived and changed into your gym clothes, you receive a phone call that requires you to leave and forgo your exercise that evening.



How well does
each of the following statements capture your feelings about the cost of the missed
workout? - I feel like I wasted something, but no specific amount or measure comes to mind","Person A damaged their car in a parking lot. They had to spend 2.200 kr. to repair the damage. The same day they damaged the car they won 300 kr. in a raffle.  

 

Person B damaged their car in a parking lot. They had to spend 1.900 kr. to repair the damage.  

 

Who is more upset?","Imagine that you are on your way to a music event with a ticket for which you have paid 550 kr. On entering the venue, you discover that you have lost the ticket.



Would you pay 550 kr. for another ticket?","You are flying with a friend who has upgraded their ticket to business class and has two coupons, each worth 200 kr., which could be used to upgrade your ticket from economy to business class. They purchased one coupon for the standard price of 200 kr. and received the other one for free. Just one coupon is required to upgrade your class on the current flight, and your friend offers you the coupon which they purchased so that you can upgrade as well.



What do you think is the most appropriate thing to do?","You are on the beach on a hot day, and you would really like a cold drink. A friend offers to go buy the drink from a small, run-down grocery store. They ask how much you are willing to pay for the drink: they will only buy it if it costs as much or less than the price you state. You trust your friend, and there is no possibility of bargaining with the store owner.



What price do you tell them?","Suppose that you have 1000 kr. in a savings account and the interest rate is 2% per year. After 5 years, how much do you think you would have in the account if you let the money grow?","Imagine that the interest rate on your savings account was 1% per year and inflation was 2% per year. After 1 year,
how much would you be able to buy with the money in this account?",Buying a single company's stock usually provides a safer return than a stock mutual fund.,"If interest rates rise, what would typically happen to bond prices?","To ensure the quality of our data we need to know if participants paid attention during the survey. Please tell us honestly how serious you were in completing the survey.


How serious have you been about filling in the survey?",What gender do you identify as?,What is your age (in numbers)?,Which of the following best describes your annual household income last year?,How many years of schooling have you completed? (from elementary school to doctoral degree or specialization if you have one),List of Countries,Which of the following is your native language?,"The survey you have completed aims to replicate the mental accounting effect. According to this phenomenon a person attributes different values to the same amount of money based on subjective criteria. Specifically, people tend to subjectively organize economic resources into different mental accounts. In addition, in this study, we measured some individual differences that might have an influence on mental accounting. In particular:   	
 	
 
●	Scale to measure financial literacy (Lusardi and Mitchell, 2014).  	 	 	
 ●	Demographic data (e.g. gender, age or income level)	

 
Finally, we inform you that we have also used an attentional check to measure respondent engagement. The purpose of this study could not be fully revealed at the beginning of the study to avoid influencing your answers. Now that you have received this information, we ask you to confirm your consent to participate in this study or to withdraw it. In the latter case your data will not be used and will be deleted.",Q_RecaptchaStatus,Q_RecaptchaError,FL_5 - Block Randomizer - Display Order - FL_14,FL_5 - Block Randomizer - Display Order - FL_15,FL_5 - Block Randomizer - Display Order - FL_16,FL_5 - Block Randomizer - Display Order - FL_17
"{""ImportId"":""startDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""endDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""status""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""_recordId""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""Q_RecaptchaScore""}","{""ImportId"":""QID1""}","{""ImportId"":""QID8""}","{""ImportId"":""QID14_1""}","{""ImportId"":""QID14_2""}","{""ImportId"":""QID15_1""}","{""ImportId"":""QID15_2""}","{""ImportId"":""QID23_TEXT""}","{""ImportId"":""QID44_1""}","{""ImportId"":""QID44_2""}","{""ImportId"":""QID44_3""}","{""ImportId"":""QID34""}","{""ImportId"":""QID17_1""}","{""ImportId"":""QID17_2""}","{""ImportId"":""QID18_1""}","{""ImportId"":""QID18_2""}","{""ImportId"":""QID12""}","{""ImportId"":""QID78""}","{""ImportId"":""QID86""}","{""ImportId"":""QID10""}","{""ImportId"":""QID20_1""}","{""ImportId"":""QID20_2""}","{""ImportId"":""QID21_1""}","{""ImportId"":""QID21_2""}","{""ImportId"":""QID74""}","{""ImportId"":""QID82_1""}","{""ImportId"":""QID82_2""}","{""ImportId"":""QID82_3""}","{""ImportId"":""QID11""}","{""ImportId"":""QID40""}","{""ImportId"":""QID48""}","{""ImportId"":""QID70_TEXT""}","{""ImportId"":""QID59""}","{""ImportId"":""QID60""}","{""ImportId"":""QID61""}","{""ImportId"":""QID62""}","{""ImportId"":""QID51""}","{""ImportId"":""QID52""}","{""ImportId"":""QID53_TEXT""}","{""ImportId"":""QID54""}","{""ImportId"":""QID55_TEXT""}","{""ImportId"":""QID114""}","{""ImportId"":""QID57""}","{""ImportId"":""QID63""}","{""ImportId"":""Q_RecaptchaStatus""}","{""ImportId"":""Q_RecaptchaError""}","{""ImportId"":""FL_5_DO"",""choiceId"":""FL_14""}","{""ImportId"":""FL_5_DO"",""choiceId"":""FL_15""}","{""ImportId"":""FL_5_DO"",""choiceId"":""FL_16""}","{""ImportId"":""FL_5_DO"",""choiceId"":""FL_17""}"
2022-09-12 11:01:30,2022-09-12 11:08:46,0,100,435,1,2022-09-12 11:08:46,R_2PA3eHPQFDriHXk,anonymous,DA,1,1,2,50,75,100,125,100,1,5,5,1,50,75,100,125,1,2,1,1,50,125,100,125,1,3,3,1,2,1,1,50,1,3,3,4,4,1,50,2,15,48,5,1,,,2,1,4,3
2022-09-12 11:06:12,2022-09-12 11:15:13,0,100,541,1,2022-09-12 11:15:14,R_1IhLeOGQ6WomdNK,anonymous,DA,0.8999999761581421,1,3,0,0,0,0,50,1,5,3,2,50,50,50,50,1,1,3,2,50,100,100,100,2,5,1,5,3,1,3,50,1,4,2,4,4,2,29,7,17,48,5,1,,,2,4,1,3
2022-09-12 11:43:33,2022-09-12 11:52:26,0,100,533,1,2022-09-12 11:52:26,R_3DcJA9PUImaRbn7,anonymous,DA,1,1,1,0,50,0,100,25,1,5,4,2,50,50,100,100,2,1,3,2,50,50,100,100,2,1,5,4,2,1,3,25,1,3,2,2,5,1,32,6,18,48,5,1,,,4,3,1,2
2022-09-12 12:57:27,2022-09-12 13:18:53,0,100,1286,1,2022-09-12 13:18:53,R_Wj9csXrSzWoBcPv,anonymous,DA,0.8999999761581421,1,1,0,0,0,0,100,1,5,5,2,0,50,0,100,1,1,2,1,0,50,0,100,2,4,5,2,2,2,3,50,1,4,3,4,4,2,27,7,17,48,5,1,,,1,2,3,4
2022-09-12 13:24:27,2022-09-12 13:31:25,0,100,418,1,2022-09-12 13:31:25,R_3ehw0UMkuIHGEEI,anonymous,DA,0.8999999761581421,1,2,50,100,100,150,100,1,5,5,2,50,100,100,150,1,2,2,2,50,100,100,150,2,4,1,3,2,2,2,30,1,3,2,3,5,1,29,3,18,48,5,1,,,1,2,3,4
2022-09-12 13:20:02,2022-09-12 13:36:37,0,100,995,1,2022-09-12 13:36:37,R_2EnJTirmFu9usBR,anonymous,DA,0.8999999761581421,1,3,50,50,100,100,100,3,3,3,1,50,50,100,100,3,1,1,2,100,100,100,100,1,5,1,5,3,1,1,100,1,4,3,4,4,1,57,6,17,48,5,1,,,4,1,2,3
2022-09-12 13:30:23,2022-09-12 13:42:56,0,100,752,1,2022-09-12 13:42:57,R_1mmBAed903FNsNZ,anonymous,DA,0.8999999761581421,1,1,0,50,0,100,200,4,2,1,2,50,50,100,100,1,1,1,2,100,100,100,100,2,5,1,3,2,1,1,100,1,3,2,4,5,2,30,6,13,48,5,1,,,2,3,4,1
2022-09-12 14:12:49,2022-09-12 14:22:05,0,100,556,1,2022-09-12 14:22:05,R_1lz63uhH80dpNVC,anonymous,DA,0.8999999761581421,1,1,0,50,0,100,50,5,1,3,1,0,50,0,50,1,1,2,2,0,100,0,100,2,5,1,3,1,1,3,40,1,3,2,1,4,2,58,6,16,48,5,1,,,4,3,2,1
2022-09-12 14:16:13,2022-09-12 14:31:46,0,100,932,1,2022-09-12 14:31:46,R_2OIJ7gh51O7QUq6,anonymous,DA,0.800000011920929,1,3,25,50,30,100,75,1,5,3,2,50,75,50,100,3,2,2,2,50,120,100,150,2,5,2,2,2,2,1,40,1,4,3,4,4,2,31,6,17,48,5,1,,,2,1,3,4
2022-09-12 14:21:32,2022-09-12 14:34:47,0,100,795,1,2022-09-12 14:34:49,R_2pY2tyEphvhnXaH,anonymous,DA,0.8999999761581421,1,1,0,50,0,100,100,5,2,3,1,0,50,0,100,1,1,3,1,0,50,0,100,2,5,2,3,2,2,3,100,1,3,2,1,5,2,28,5,18,48,5,1,,,4,2,3,1
2022-09-12 16:00:18,2022-09-12 16:10:59,0,100,641,1,2022-09-12 16:10:59,R_uz6fFswSj7Xr4bf,anonymous,DA,1,1,2,50,50,100,100,80,1,4,4,2,50,50,100,100,1,1,3,1,50,50,100,100,2,4,1,3,2,1,3,50,1,4,3,4,4,2,31,4,3,48,5,1,,,4,2,1,3
2022-09-12 16:12:21,2022-09-12 16:22:41,0,100,620,1,2022-09-12 16:22:42,R_74LYVJ39LPPy71D,anonymous,DA,0.8999999761581421,1,1,0,50,0,100,90,1,4,3,2,50,50,100,100,1,2,2,2,50,50,100,100,2,5,1,5,2,1,2,30,1,3,2,1,4,1,24,1,18,48,5,1,,,3,1,2,4
2022-09-12 16:17:36,2022-09-12 16:38:06,0,100,1229,1,2022-09-12 16:38:06,R_1GHPYBthwHow6OW,anonymous,DA,1,1,1,50,50,50,100,80,3,1,1,1,50,50,50,100,3,1,2,2,50,100,100,100,1,3,1,2,1,1,2,80,1,2,2,1,4,2,40,6,17,48,7,2,,,1,2,4,3
2022-09-12 16:07:52,2022-09-12 16:40:52,0,100,1980,1,2022-09-12 16:40:54,R_29tBxfK8xkd3B4H,anonymous,DA,0.8999999761581421,1,3,0,75,0,125,150,1,5,5,2,50,75,100,150,1,1,2,1,100,150,100,150,2,1,4,4,1,1,1,50,1,3,2,4,3,1,23,3,4,48,5,1,,,2,4,1,3
2022-09-12 16:32:42,2022-09-12 16:42:44,0,100,602,1,2022-09-12 16:42:44,R_VKD6ZN138CIKx7X,anonymous,DA,0.8999999761581421,1,1,0,0,0,0,100,1,5,5,2,50,50,100,100,1,1,1,2,100,100,100,100,2,5,3,1,1,1,1,50,1,3,2,1,5,2,55,6,8,48,5,1,,,1,2,4,3
2022-09-12 16:29:31,2022-09-12 16:44:03,0,100,871,1,2022-09-12 16:44:03,R_3HnSLGrCI4OecQm,anonymous,DA,0.800000011920929,1,3,0,50,0,100,150,1,5,5,2,50,50,100,100,1,2,3,2,50,100,100,100,2,5,1,3,2,2,1,50,1,3,2,1,5,2,38,5,17,48,5,1,,,1,4,3,2
2022-09-12 16:50:35,2022-09-12 17:06:54,0,100,979,1,2022-09-12 17:06:54,R_1kUBGdqT2Tawi2e,anonymous,DA,1,1,3,0,50,0,100,100,1,4,4,2,0,50,0,100,1,2,2,2,0,100,0,100,2,3,2,1,2,2,2,100,1,3,1,4,4,2,75,6,12,48,5,1,,,1,2,4,3
2022-09-12 16:57:33,2022-09-12 17:08:51,0,100,678,1,2022-09-12 17:08:53,R_6g5hnvVM9tqJ8Hv,anonymous,DA,1,1,1,0,50,0,100,120,1,5,3,2,50,50,100,100,1,1,3,2,100,100,100,100,2,5,1,4,2,2,1,75,1,3,3,4,5,2,25,2,18,48,5,1,,,1,2,3,4
2022-09-12 17:32:25,2022-09-12 17:47:43,0,100,918,1,2022-09-12 17:47:45,R_2xCZ00pklg6GNl5,anonymous,DA,0.8999999761581421,1,1,0,0,0,0,100,1,5,5,2,0,50,0,50,1,1,1,1,0,100,0,100,2,3,2,4,2,1,1,100,1,3,2,1,5,2,52,6,20,48,5,1,,,2,1,4,3
2022-09-12 17:41:51,2022-09-12 17:54:06,0,100,734,1,2022-09-12 17:54:07,R_2frg47NbshopVDj,anonymous,DA,1,1,2,0,100,0,200,75,1,5,4,2,50,100,100,200,2,2,1,1,100,150,100,200,2,1,4,3,2,2,1,25,1,3,2,3,5,2,26,6,17,100,17,1,,,3,4,2,1
2022-09-12 18:17:52,2022-09-12 18:28:14,0,100,621,1,2022-09-12 18:28:14,R_2f28nf4MCJoSWlu,anonymous,DA,1,1,1,0,50,0,100,50,1,5,5,2,0,50,0,100,1,1,2,2,50,50,100,100,2,4,2,3,2,1,2,30,3,3,2,3,4,1,25,2,18,48,5,1,,,1,4,3,2
2022-09-12 19:31:58,2022-09-12 19:57:43,0,100,1544,1,2022-09-12 19:57:43,R_3iPSgCYBG4uaQd0,anonymous,DA,0.8999999761581421,1,1,50,100,100,150,100,1,5,2,2,50,75,100,150,1,1,3,2,100,150,100,150,2,5,1,1,1,1,1,50,1,3,2,1,4,1,56,6,15,48,5,1,,,2,3,4,1
2022-09-12 19:43:04,2022-09-12 20:10:02,0,100,1617,1,2022-09-12 20:10:02,R_2tcmbjZi9xBMb2b,anonymous,DA,0.8999999761581421,1,3,50,75,100,100,50,1,5,5,1,50,75,100,150,1,1,2,1,50,100,100,100,2,5,2,2,1,1,1,35,1,3,2,4,4,2,25,1,13,48,5,1,,,3,4,2,1
2022-09-12 19:46:05,2022-09-12 20:10:17,0,100,1451,1,2022-09-12 20:10:17,R_3PcqsvY9fN8Al6x,anonymous,DA,1,1,1,0,50,0,50,80,2,4,3,2,0,50,0,100,3,1,1,2,50,50,50,50,1,3,2,4,2,2,1,65,1,3,2,3,4,1,44,6,15,48,5,1,,,3,4,1,2
2022-09-12 19:59:38,2022-09-12 20:13:46,0,100,847,1,2022-09-12 20:13:46,R_2TBIDm4TypcUM22,anonymous,DA,1,1,1,0,50,0,100,70,2,4,2,2,50,100,50,100,1,1,3,2,100,100,100,100,2,5,2,4,2,2,3,25,1,3,2,4,4,2,23,1,14,48,5,1,,,1,4,2,3
2022-09-12 20:12:10,2022-09-12 20:19:30,0,100,440,1,2022-09-12 20:19:30,R_XiYYjYKZLRCXY1H,anonymous,DA,0.8999999761581421,1,1,0,50,0,100,100,1,5,5,2,50,50,50,100,1,1,3,1,100,100,100,100,2,5,1,5,2,1,1,40,1,3,3,1,4,1,29,6,17,48,5,1,,,3,2,1,4
2022-09-12 20:14:13,2022-09-12 20:24:23,0,100,610,1,2022-09-12 20:24:25,R_2X4Nn9yZqsmQAw2,anonymous,DA,1,1,1,0,50,0,100,50,1,5,3,2,100,100,100,100,1,1,2,2,100,100,100,100,2,1,5,3,1,1,2,35,3,3,3,3,5,2,22,6,15,48,5,1,,,4,2,1,3
2022-09-12 20:20:00,2022-09-12 20:31:51,0,100,710,1,2022-09-12 20:31:51,R_3KDit27zSVCyI3p,anonymous,DA,1,1,3,0,50,0,100,90,1,5,5,2,50,50,100,100,1,1,2,2,50,50,100,100,2,2,5,4,2,1,2,50,1,3,2,2,4,1,30,1,7,48,5,1,,,2,1,3,4
2022-09-12 20:34:07,2022-09-12 20:43:31,0,100,564,1,2022-09-12 20:43:31,R_3gL2JiT3zRJOHHN,anonymous,DA,0.8999999761581421,1,3,0,50,0,100,150,1,5,5,2,0,50,0,100,3,1,2,2,100,100,100,100,2,3,3,3,2,1,1,50,3,3,2,2,4,1,47,6,15,48,5,1,,,1,2,3,4
2022-09-12 20:36:52,2022-09-12 20:49:08,0,100,735,1,2022-09-12 20:49:08,R_3LgUv0LtyiS1OOP,anonymous,DA,1,1,1,0,100,0,200,1000,1,5,5,2,0,100,0,200,2,2,2,2,100,200,0,200,2,5,1,5,2,1,2,100,3,3,2,3,5,1,29,6,20,48,5,1,,,1,2,3,4
2022-09-12 20:30:53,2022-09-12 20:51:23,0,100,1229,1,2022-09-12 20:51:23,R_25Xb44tvSiYewLI,anonymous,DA,0.8999999761581421,1,1,0,0,0,0,60,1,5,5,2,40,50,50,100,1,1,3,2,50,100,100,100,2,1,5,5,1,2,3,40,1,3,3,4,5,2,28,6,18,48,5,1,,,4,3,2,1
